X,Y,OBJECTID,Cuadricula,GSM_up,GSM_down,UMTS,Latitud,Longitud,Fecha,DDLat,DDLon,GSM,UMTS_1
211853.0347956,3178158.18311477,613,0,-74,-79,-112,28 41 55N,017 56 57W,2013/11/23 00:00:00+00,"28,69861N","017,94917W",GPRS y GSM,Dificultad en la comunicación
218962.212976199,3161961.9181934,614,0,-74,-81,-112,28 33 15N,017 52 21W,2013/11/23 00:00:00+00,"28,55417N","017,87250W",GPRS y GSM,Dificultad en la comunicación
222746.124986702,3160916.62969151,615,0,-104,-104,-114,28 32 44N,017 50 01W,2013/11/18 00:00:00+00,"28,54556N","017,83361W",no GPRS y no GSM,Nivel insuficiente
223422.997997796,3160777.39576614,616,0,-104,-104,-114,28 32 40N,017 49 36W,2013/11/18 00:00:00+00,"28,54444N","017,82667W",no GPRS y no GSM,Nivel insuficiente
223999.092177837,3160979.4935392,617,0,-104,-104,-114,28 32 47N,017 49 15W,2013/11/18 00:00:00+00,"28,54639N","017,82083W",no GPRS y no GSM,Nivel insuficiente
224570.098905396,3160966.06245038,618,0,-104,-104,-114,28 32 47N,017 48 54W,2013/11/18 00:00:00+00,"28,54639N","017,81500W",no GPRS y no GSM,Nivel insuficiente
219910.122855997,3156084.97327468,622,0,-86,-94,-109,28 30 05N,017 51 41W,2013/11/21 00:00:00+00,"28,50139N","017,86139W",GPRS y GSM,Dificultad en la comunicación
219910.122855997,3156084.97327468,623,0,-86,-94,-109,28 30 05N,017 51 41W,2013/11/21 00:00:00+00,"28,50139N","017,86139W",GPRS y GSM,Dificultad en la comunicación
217362.284652102,3168933.29041663,624,0,-74,-84,-104,28 36 60N,017 53 26W,2013/11/23 00:00:00+00,"28,61667N","017,89056W",GPRS y GSM,Nivel correcto
216216.020425505,3167636.09558958,625,0,-77,-94,-112,28 36 17N,017 54 07W,2013/11/23 00:00:00+00,"28,60472N","017,90194W",GPRS y GSM,Dificultad en la comunicación
222796.394863831,3159590.56330386,626,0,-79,-64,-106,28 32 01N,017 49 58W,2013/11/19 00:00:00+00,"28,53361N","017,83278W",GPRS y GSM,Dificultad en la comunicación
222796.394863831,3159590.56330386,627,0,-79,-64,-99,28 32 01N,017 49 58W,2013/11/19 00:00:00+00,"28,53361N","017,83278W",GPRS y GSM,Nivel correcto
224267.052805302,3159648.32669407,628,0,-79,-64,-82,28 32 04N,017 49 04W,2013/11/19 00:00:00+00,"28,53444N","017,81778W",GPRS y GSM,Nivel correcto
225055.673645624,3159629.81150748,629,0,-85,-66,-89,28 32 04N,017 48 35W,2013/11/19 00:00:00+00,"28,53444N","017,80972W",GPRS y GSM,Nivel correcto
219776.31255671,3156180.60071843,632,0,-84,-94,-104,28 30 08N,017 51 46W,2013/11/21 00:00:00+00,"28,50222N","017,86278W",GPRS y GSM,Nivel correcto
219776.31255671,3156180.60071843,633,0,-84,-94,-104,28 30 08N,017 51 46W,2013/11/21 00:00:00+00,"28,50222N","017,86278W",GPRS y GSM,Nivel correcto
219513.111999848,3156556.62624123,634,0,-84,-89,-111,28 30 20N,017 51 56W,2013/11/23 00:00:00+00,"28,50556N","017,86556W",GPRS y GSM,Dificultad en la comunicación
220340.084052767,3159279.13816218,635,0,-94,-94,-111,28 31 49N,017 51 28W,2013/11/23 00:00:00+00,"28,53028N","017,85778W",GPRS y GSM,Dificultad en la comunicación
222844.961938916,3159342.92702447,636,0,-86,-104,-109,28 31 53N,017 49 56W,2013/11/19 00:00:00+00,"28,53139N","017,83222W",no GPRS y dificultad GSM,Dificultad en la comunicación
223796.779362208,3159320.47424559,637,0,-74,-64,-69,28 31 53N,017 49 21W,2013/11/19 00:00:00+00,"28,53139N","017,82250W",GPRS y GSM,Nivel correcto
224503.840914086,3159303.84516605,638,0,-74,-64,-69,28 31 53N,017 48 55W,2013/11/19 00:00:00+00,"28,53139N","017,81528W",GPRS y GSM,Nivel correcto
225300.417438959,3159624.0762248,639,0,-84,-69,-94,28 32 04N,017 48 26W,2013/11/19 00:00:00+00,"28,53444N","017,80722W",GPRS y GSM,Nivel correcto
226627.164371298,3159346.59420019,640,0,-86,-79,-104,28 31 56N,017 47 37W,2013/11/19 00:00:00+00,"28,53222N","017,79361W",GPRS y GSM,Nivel correcto
219729.257220312,3156489.84126347,641,0,-84,-78,-104,28 30 18N,017 51 48W,2013/11/21 00:00:00+00,"28,50500N","017,86333W",GPRS y GSM,Nivel correcto
219591.776144237,3156431.50010862,642,0,-74,-94,-99,28 30 16N,017 51 53W,2013/11/23 00:00:00+00,"28,50444N","017,86472W",GPRS y GSM,Nivel correcto
221205.47463014,3156762.81087105,643,0,-86,-104,-111,28 30 28N,017 50 54W,2013/11/23 00:00:00+00,"28,50778N","017,84833W",no GPRS y dificultad GSM,Dificultad en la comunicación
221807.547228957,3156902.58519093,644,0,-103,-104,-114,28 30 33N,017 50 32W,2013/11/19 00:00:00+00,"28,50917N","017,84222W",no GPRS y no GSM,Nivel insuficiente
222805.396616408,3158820.07422659,645,0,-79,-74,-109,28 30 96N,017 49 57W,2013/11/19 00:00:00+00,"28,52667N","017,83250W",GPRS y GSM,Dificultad en la comunicación
224246.059299358,3158755.31110952,646,0,-79,-74,-109,28 31 35N,017 49 04W,2013/11/19 00:00:00+00,"28,52639N","017,81778W",GPRS y GSM,Dificultad en la comunicación
224280.626464233,3156751.81067603,647,0,-79,-74,-107,28 30 30N,017 49 01W,2013/11/19 00:00:00+00,"28,50833N","017,81694W",GPRS y GSM,Dificultad en la comunicación
225722.396622189,3157888.82606421,648,0,-103,-104,-114,28 31 08N,017 48 09W,2013/11/21 00:00:00+00,"28,51889N","017,80250W",no GPRS y no GSM,Nivel insuficiente
218858.789913514,3156510.65141762,649,0,-84,-94,-104,28 30 18N,017 52 20W,2013/11/21 00:00:00+00,"28,50500N","017,87222W",GPRS y GSM,Nivel correcto
221027.635401484,3156150.80716101,650,0,-59,-94,-86,28 30 08N,017 51 00W,2013/11/21 00:00:00+00,"28,50222N","017,85000W",GPRS y GSM,Nivel correcto
222300.596716286,3154734.13988568,651,0,-84,-84,-109,28 29 23N,017 50 12W,2013/11/21 00:00:00+00,"28,48972N","017,83667W",GPRS y GSM,Dificultad en la comunicación
221756.996773063,3155917.82459618,652,0,-96,-104,-109,28 30 01N,017 50 33W,2013/11/21 00:00:00+00,"28,50028N","017,84250W",no GPRS y dificultad GSM,Dificultad en la comunicación
223669.509866072,3157382.39297602,653,0,-89,-94,-114,28 30 50N,017 49 24W,2013/11/19 00:00:00+00,"28,51389N","017,82333W",GPRS y GSM,Nivel insuficiente
222825.178900149,3156200.67462273,654,0,-103,-104,-114,28 30 11N,017 49 54W,2013/11/19 00:00:00+00,"28,50306N","017,83167W",no GPRS y no GSM,Nivel insuficiente
224458.745812023,3156223.85081467,655,0,-103,-104,-114,28 30 13N,017 48 54W,2013/11/19 00:00:00+00,"28,50361N","017,81500W",no GPRS y no GSM,Nivel insuficiente
219460.179701442,3156619.51453268,656,0,-84,-104,-104,28 30 22N,017 51 58W,2013/11/21 00:00:00+00,"28,50611N","017,86611W",no GPRS y dificultad GSM,Nivel correcto
219751.314571057,3156273.63250907,657,0,-64,-82,-89,28 30 11N,017 51 47W,2013/11/21 00:00:00+00,"28,50306N","017,86306W",GPRS y GSM,Nivel correcto
221257.110914748,3155498.32031829,658,0,-84,-82,-107,28 29 47N,017 50 51W,2013/11/21 00:00:00+00,"28,49639N","017,84750W",GPRS y GSM,Dificultad en la comunicación
223335.489679738,3155911.34358261,659,0,-84,-84,-114,28 30 02N,017 49 35W,2013/11/19 00:00:00+00,"28,50056N","017,82639W",GPRS y GSM,Nivel insuficiente
223355.804385801,3156773.56652491,660,0,-94,-104,-114,28 30 30N,017 49 35W,2013/11/19 00:00:00+00,"28,50833N","017,82639W",no GPRS y dificultad GSM,Nivel insuficiente
223734.838092333,3155532.21494177,661,0,-96,-104,-114,28 29 50N,017 49 20W,2013/11/19 00:00:00+00,"28,49722N","017,82222W",no GPRS y dificultad GSM,Nivel insuficiente
225378.38109186,3190618.22657412,662,0,-94,-92,-109,28 48 50N,017 48 50W,2013/11/19 00:00:00+00,"28,81389N","017,81389W",GPRS y GSM,Dificultad en la comunicación
224672.750010229,3156064.77912023,663,0,-79,-104,-104,28 30 08N,017 48 46W,2103/11/21 00:00:00+00,"28,50222N","017,81278W",no GPRS y dificultad GSM,Nivel correcto
224672.750010229,3156064.77912023,664,0,-79,-104,-104,28 30 08N,017 48 46W,2013/11/21 00:00:00+00,"28,50222N","017,81278W",no GPRS y dificultad GSM,Nivel correcto
221246.150089629,3155036.41107083,665,0,-79,-76,-104,28 29 32N,017 50 51W,2013/11/21 00:00:00+00,"28,49222N","017,84750W",GPRS y GSM,Nivel correcto
222465.728781489,3155962.67656475,666,0,-84,-82,-110,28 30 03N,017 50 07W,2013/11/19 00:00:00+00,"28,50083N","017,83528W",GPRS y GSM,Dificultad en la comunicación
223155.960359129,3156377.73648164,667,0,-94,-92,-104,28 30 17N,017 49 42W,2013/11/19 00:00:00+00,"28,50472N","017,82833W",GPRS y GSM,Nivel correcto
223940.887556431,3155034.40139734,668,0,-94,-94,-104,28 29 34N,017 49 12W,2013/11/19 00:00:00+00,"28,49278N","017,82000W",GPRS y GSM,Nivel correcto
224819.094684404,3157663.48953193,669,0,-86,-99,-104,28 31 00N,017 48 42W,2013/11/21 00:00:00+00,"28,51667N","017,81167W",GPRS y GSM,Nivel correcto
224819.094684404,3157663.48953193,670,0,-86,-99,-104,28 31 00N,017 48 42W,2013/11/21 00:00:00+00,"28,51667N","017,81167W",GPRS y GSM,Nivel correcto
220783.063266608,3153876.57582619,671,0,-94,-89,-106,28 28 54N,017 51 07W,2013/11/20 00:00:00+00,"28,48167N","017,85194W",GPRS y GSM,Dificultad en la comunicación
221922.149291851,3153695.51483791,672,0,-84,-104,-106,28 28 49N,017 50 25W,2013/11/20 00:00:00+00,"28,48028N","017,84028W",no GPRS y dificultad GSM,Dificultad en la comunicación
223173.718549496,3153665.9713901,673,0,-89,-94,-112,28 28 49N,017 49 39W,2013/11/20 00:00:00+00,"28,48028N","017,82750W",GPRS y GSM,Dificultad en la comunicación
224388.705896381,3156718.46242969,674,0,-94,-89,-114,28 30 29N,017 48 57W,2013/11/20 00:00:00+00,"28,50806N","017,81583W",GPRS y GSM,Nivel insuficiente
222062.101898874,3152706.25355389,676,0,-84,-104,-107,28 28 17N,017 50 19W,2013/11/20 00:00:00+00,"28,47139N","017,83861W",no GPRS y dificultad GSM,Dificultad en la comunicación
222687.213321105,3152660.68317985,677,0,-84,-104,-114,28 28 16N,017 49 56W,2013/11/20 00:00:00+00,"28,47111N","017,83222W",no GPRS y dificultad GSM,Nivel insuficiente
224392.598657461,3158043.22410472,678,0,-94,-94,-114,28 31 12N,017 48 58W,2013/11/20 00:00:00+00,"28,52000N","017,81611W",GPRS y GSM,Nivel insuficiente
222571.44580393,3151215.30773102,681,0,-84,-104,-114,28 27 29N,017 49 59W,2013/11/20 00:00:00+00,"28,45806N","017,83306W",no GPRS y dificultad GSM,Nivel insuficiente
222437.79822724,3155932.52566366,682,0,-84,-104,-114,28 30 02N,017 50 08W,2013/11/20 00:00:00+00,"28,50056N","017,83556W",no GPRS y dificultad GSM,Nivel insuficiente
