Fondo;Descripción;Centro;Sección;Programa;Subconcep.;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea de Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Credito Inicial;Modifcaciones ;Crédito Definitivo ;Crédito Disponible ;Retenciones Pte. Util.;C. Autorizado ;C. Dispuesto ;Obl. Reconoc. ;C. Ordenado;Pagos Real
;;1;21;92501;63500;2019/000227;2019/030227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CARABANCHEL;211;CARABANCHEL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;12.897,39;12.897,39;0;0;12.897,39;12.897,39;12.897,39;0;2.334,09
;;1;21;92501;63500;2019/000227;2019/040227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CHAMARTÍN;205;CHAMARTIN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;3.688,08;3.688,08;0;0;3.688,08;3.688,08;3.688,08;0;0
;;1;21;92501;63500;2019/000227;2019/050227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID FUENCARRAL-EL PARDO;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;7.688,34;7.688,34;0;0;7.688,34;7.688,34;7.688,34;0;0
;;1;21;92501;63500;2019/000227;2019/060227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID HORTALEZA;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;6.563,04;6.563,04;0;0;6.563,04;6.563,04;6.563,04;0;0
;;1;21;92501;63500;2019/000227;2019/070227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID LATINA;210;LATINA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.901,48;1.901,48;0;416,81;1.484,67;1.484,67;1.484,67;0;0
;;1;21;92501;63500;2019/000227;2019/080227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID MONCLOA-ARAVACA;209;MONCLOA-ARAVACA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;7.641,15;7.641,15;0;0;7.641,15;7.641,15;7.641,15;0;0
;;1;21;92501;63500;2019/000227;2019/090227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID NUMANCIA;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;9.125,22;9.125,22;0;0;9.125,22;9.125,22;9.125,22;0;2.175,58
;;1;21;92501;63500;2019/000227;2019/100227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID PUENTE DE VALLECAS;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;9.485,19;9.485,19;0;0;9.485,19;9.485,19;9.485,19;0;0
;;1;21;92501;63500;2019/000227;2019/110227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID RETIRO;203;RETIRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;918,56;918,56;0;199,82;718,74;718,74;718,74;0;0
;;1;21;92501;63500;2019/000227;2019/120227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID SAN BLAS-CANILLEJAS;220;SAN BLAS-CANILLEJAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.107,35;1.107,35;0;239,78;867,57;867,57;867,57;0;0
;;1;21;92501;63500;2019/000227;2019/130227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID TETUÁN;206;TETUAN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;9.439,21;9.439,21;0;0;9.439,21;9.439,21;9.439,21;0;2.157,43
;;1;21;92501;63500;2019/000227;2019/140227;EQUIPAMIENTO OFICINA AUXILIAR ATENCIÓN AL CIUDADANO LÍNEA MADRID VALVERDE;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.901,48;1.901,48;0;416,81;1.484,67;1.484,67;1.484,67;0;0
;;1;21;92501;63500;2019/000227;2019/150227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID VICÁLVARO;219;VICALVARO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;359,37;359,37;0;0;359,37;359,37;359,37;0;0
;;1;21;92501;63500;2019/000227;2019/160227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID VILLA VALLECAS;218;VILLA DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;459,28;459,28;0;99,91;359,37;359,37;359,37;0;0
;;1;21;92501;63500;2019/000227;2019/190227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CENTRO;201;CENTRO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;2.175,58;2.175,58;0;0;2.175,58;2.175,58;2.175,58;0;2.175,58
;;1;21;92501;63500;2019/000227;2019/200227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CIUDAD LINEAL;215;CIUDAD LINEAL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.998,92;1.998,92;0;0;1.998,92;1.998,92;1.998,92;0;1.998,92
;;1;21;92501;63599;2019/000227;2019/000227;EQUIPAMIENTO OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.900,09;1.900,09;1.900,09;0;0;0;0;0;0
;;1;21;92501;63599;2019/000227;2019/150227;EQUIPAMIENTO OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID VICÁLVARO;219;VICALVARO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;99,91;99,91;0;99,91;0;0;0;0;0
;;1;21;92501;63901;2019/000229;2019/000229;SEÑALIZACIÓN EXTERIOR OFICINAS ATENCIÓN AL CIUDADANO LÍNEA MADRID;998;VARIOS DISTRITOS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;932,28;932,28;932,28;0;0;0;0;0;0
;;1;21;92501;63901;2019/000229;2019/010229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID ARGANZUELA. SEÑALIZACIÓN;202;ARGANZUELA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.418,12;1.418,12;0;0;1.418,12;1.418,12;1.418,12;0;0
;;1;21;92501;63901;2019/000229;2019/020229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID FUENCARRAL-EL PARDO. SEÑALIZACIÓN;208;FUENCARRAL-EL PARDO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.465,31;1.465,31;0;0;1.465,31;1.465,31;1.465,31;0;0
;;1;21;92501;63901;2019/000229;2019/030229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID LATINA. SEÑALIZACIÓN;210;LATINA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.867,03;1.867,03;0;0;1.867,03;1.867,03;1.867,03;0;0
;;1;21;92501;63901;2019/000229;2019/040229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CARABANCHEL. SEÑALIZACIÓN;211;CARABANCHEL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;2.429,68;2.429,68;0;0;2.429,68;2.429,68;2.429,68;0;0
;;1;21;92501;63901;2019/000229;2019/050229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID NUMANCIA, PUENTE DE VALLECAS. SEÑALIZACIÓN;213;PUENTE DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.110,78;1.110,78;0;0;1.110,78;1.110,78;1.110,78;0;0
;;1;21;92501;63901;2019/000229;2019/060229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID MORATALAZ. SEÑALIZACIÓN;214;MORATALAZ;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.493,14;1.493,14;0;0;1.493,14;1.493,14;1.493,14;0;0
;;1;21;92501;63901;2019/000229;2019/070229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CIUDAD LINEAL. SEÑALIZACIÓN;215;CIUDAD LINEAL;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.473,78;1.473,78;0;0;1.473,78;1.473,78;1.473,78;0;0
;;1;21;92501;63901;2019/000229;2019/080229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID HORTALEZA. SEÑALIZACIÓN;216;HORTALEZA;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.197,90;1.197,90;0;0;1.197,90;1.197,90;1.197,90;0;0
;;1;21;92501;63901;2019/000229;2019/090229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID VILLAVERDE. SEÑALIZACIÓN;217;VILLAVERDE;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.168,86;1.168,86;0;0;1.168,86;1.168,86;1.168,86;0;0
;;1;21;92501;63901;2019/000229;2019/100229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID VILLA DE VALLECAS. SEÑALIZACIÓN;218;VILLA DE VALLECAS;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.621,40;1.621,40;0;0;1.621,40;1.621,40;1.621,40;0;0
;;1;21;92501;63901;2019/000229;2019/110229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID VICÁLVARO. SEÑALIZACIÓN;219;VICALVARO;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.543,96;1.543,96;0;0;1.543,96;1.543,96;1.543,96;0;0
;;1;21;92501;63901;2019/000229;2019/120229;OFICINA ATENCIÓN AL CIUDADANO LÍNEA MADRID CHAMARTÍN. SEÑALIZACIÓN;205;CHAMARTIN;12;OTROS BIENES PÚBLICOS DE CARÁCTER SOCIAL;0;ATENCIÓN AL CIUDADANO;;;;;;;0;1.277,76;1.277,76;0;0;1.277,76;1.277,76;1.277,76;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23100;62300;2018/006081;2018/006081;IFS-EDIFICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO. DESFIBRILADORES;998;VARIOS DISTRITOS;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;7.002,65;7.002,65;0;0;7.002,65;7.002,65;7.002,27;0;7.002,27
;;1;27;23100;62301;2019/000404;2019/000404;SERVICIOS ADMINISTRATIVOS EQUIDAD, DERECHOS SOCIALES Y EMPLEO. INSTALACIONES;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;8.685,58;8.685,58;0,46;0;8.685,12;8.685,12;8.685,12;0;8.685,12
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23100;62301;2018/006113;2018/006113;IFS-EDIFICIO C/HERMANOS ÁLVAREZ QUINTERO,3. ADECUACIÓN SISTEMA INTEGRAL DE SEGURIDAD;201;CENTRO;0;INVERSIONES DE CARÁCTER GENERAL;3;EDIFICIOS PARA EL USO GENERAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;62.207,42;62.207,42;0;0;62.207,42;62.207,42;62.207,42;0;62.207,42
;;1;27;23100;62500;2018/000056;2018/000056;EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10.000,00;13.625,00;23.625,00;198,81;0;23.426,19;16.478,37;685,45;0;685,45
;;1;27;23100;62500;2018/000613;2018/000613;EQUIPAMIENTO PARA EL ÁREA DE POLITICAS DE GENERO Y DIVERSIDAD;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;25.000,00;25.000,00;24.333,83;0;666,17;666,17;666,17;0;0
;;1;27;23100;62599;2018/000056;2018/000056;EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;10.000,00;5.600,00;15.600,00;768,6;0;14.831,40;14.831,40;14.369,18;0;13.239,21
;;1;27;23100;62901;2019/000664;2019/000664;SERVICIOS ADMINISTRATIVOS FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL. SEÑALIZACIÓN;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;100;100;53,66;0;46,34;46,34;46,34;0;46,34
;;1;27;23100;63200;2019/000670;2019/000670;EDIFICIO Pº DE LA CHOPERA, 41. OBRAS INSTALACIÓN DE PUERTA;202;ARGANZUELA;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;1.000,00;1.000,00;90,65;0;909,35;909,35;909,35;0;909,35
;;1;27;23100;63301;2018/000052;2018/020052;CONSEJO DE MUJERES, C/ SEÑORES DE LUZÓN, 3 - 2º PISO. INSTALACIONES;201;CENTRO;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;;;;;;;0;3.682,03;3.682,03;0;0;3.682,03;3.682,03;3.682,03;0;3.682,03
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23100;63301;2018/006112;2018/006112;IFS-CENTRO DE ACOGIDA SAN ISIDRO. MEJORA PROTECCIÓN CONTRA INCENDIOS;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;6;PERSONAS SIN HOGAR;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;3.686,64;3.686,64;0;0;3.686,64;3.686,64;3.524,14;0;3.524,14
4;SC Y CE FINANC. CON RTG;1;27;23100;63301;2019/003209;2019/003209;IFS-EDIFICIO Pº DE LA CHOPERA, 41. REFORMA DE ILUMINACIÓN;202;ARGANZUELA;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;18.000,00;18.000,00;17.714,44;0;285,56;285,56;285,56;0;0
;;1;27;23100;63500;2018/000056;2018/000056;EQUIPAMIENTO SERVICIOS ÁREA EQUIDAD, DERECHOS SOCIALES Y EMPLEO;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;30.000,00;-10.000,00;20.000,00;71,3;0;19.928,70;8.340,53;0;0;0
;;1;27;23100;63901;2019/000664;2019/000664;SERVICIOS ADMINISTRATIVOS FAMILIAS, IGUALDAD Y BIENESTAR SOCIAL. SEÑALIZACIÓN;999;NO DISTRITALIZABLE;0;INVERSIONES DE CARÁCTER GENERAL;1;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0;5.000,00;5.000,00;4.542,50;0;457,5;457,5;457,5;0;457,5
;;1;27;23101;62599;2019/000242;2019/000242;NUEVOS ESPACIOS DE IGUALDAD. OTRO MOBILIARIO Y ENSERES;998;VARIOS DISTRITOS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;;;;;;;0;99.324,43;99.324,43;99.324,43;0;0;0;0;0;0
;;1;27;23101;62599;2019/000242;2019/010242;ESPACIO DE IGUALDAD BERTA CÁCERES. OTRO MOBILIARIO Y ENSERES;212;USERA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;;;;;;;0;335,27;335,27;0;0;335,27;335,27;335,27;0;335,27
;;1;27;23101;62599;2019/000242;2019/020242;ESPACIO DE IGUALDAD MARÍA ZAMBRANO. OTRO MOBILIARIO Y ENSERES;207;CHAMBERI;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;;;;;;;0;1.946,77;1.946,77;0;0;1.946,77;1.946,77;1.946,77;0;1.946,77
;;1;27;23101;62599;2019/000242;2019/030242;ESPACIO DE IGUALDAD CLARA CAMPOAMOR. OTRO MOBILIARIO Y ENSERES;217;VILLAVERDE;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;;;;;;;0;2.487,72;2.487,72;0;0;2.487,72;2.487,72;2.487,72;0;2.487,72
;;1;27;23101;62599;2019/000242;2019/040242;EQUIPAMIENTO NUEVO ESPACIO DE IGUALDAD DE SAN BLAS;220;SAN BLAS-CANILLEJAS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;4;ATENCIÓN SOCIAL A LA MUJER;;;;;;;0;14.418,83;14.418,83;0;0;14.418,83;14.418,83;14.418,83;0;14.418,83
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23102;62599;2018/006042;2018/006042;IFS-CENTRO SOCIAL PARA ADOLESCENTES PALACETE QUINTA MOLINOS. MOBILIARIO;220;SAN BLAS-CANILLEJAS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;11.872,52;11.872,52;0;0;11.872,52;11.872,52;11.872,52;0;11.872,52
4;SC Y CE FINANC. CON RTG;1;27;23102;62599;2019/003200;2019/003200;IFS-EQUIPAMIENTO NUEVO CENTRO DE OCIO PARA ADOLESCENTES EN PUENTE DE VALLECAS;213;PUENTE DE VALLECAS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;5.000,00;5.000,00;5,04;0;4.994,96;4.994,96;0;0;0
4;SC Y CE FINANC. CON RTG;1;27;23102;62599;2019/003201;2019/003201;IFS-EQUIPAMIENTO NUEVO CENTRO ATENCIÓN INFANCIA 2 EN EL DISTRITO DE HORTALEZA;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;40.000,00;40.000,00;6.463,03;0;33.536,97;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;27;23102;62599;2019/003989;2019/003989;IFS-EQUIPAMIENTO NUEVO CENTRO DE OCIO PARA ADOLESCENTES EN CHAMARTÍN;213;PUENTE DE VALLECAS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;5.000,00;5.000,00;5.000,00;0;0;0;0;0;0
4;SC Y CE FINANC. CON RTG;1;27;23102;62901;2019/003203;2019/003203;IFS-NUEVO CENTRO ATENCIÓN INFANCIA 2 EN EL DISTRITO HORTALEZA. SEÑALIZACIÓN;216;HORTALEZA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;1.000,00;1.000,00;439,53;0;560,47;560,47;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23102;63599;2018/006089;2018/006089;IFS-CENTROS ATENCIÓN INFANCIA Y CENTROS APOYO ADOLESCENTES. REPOSICIÓN OTRO MOBILIARIO;998;VARIOS DISTRITOS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;64.919,60;64.919,60;0;0;64.919,60;64.919,60;64.919,60;0;64.919,60
4;SC Y CE FINANC. CON RTG;1;27;23102;63599;2019/003199;2019/003199;IFS-CENTROS ATENCIÓN INFANCIA, FAMILIA,ADOLESCENTES Y ENCUENTRO FAMILIAR. MOBILIARIO;998;VARIOS DISTRITOS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;3;INFANCIA Y FAMILIA;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;40.000,00;40.000,00;24.270,00;0;15.730,00;14.777,73;0;0;0
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23103;62599;2018/006102;2018/006102;IFS-CENTRO DE DIA DE MAYORES ALHAMBRA. OTRO MOBILIARIO Y ENSERES;210;LATINA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;98.230,16;98.230,16;0;0;98.230,16;83.421,53;83.421,53;0;83.421,53
2;INCORPORACIONES REMANENTES VOLUNTARIAS;1;27;23103;62599;2018/006103;2018/006103;IFS-CENTRO DE DIA DE MAYORES RAFAEL CALVO. OTRO MOBILIARIO Y ENSERES;207;CHAMBERI;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;45.625,52;45.625,52;0;0;45.625,52;38.594,52;38.594,52;0;38.594,52
;;1;27;23103;63599;2017/000255;2017/000255;EQUIPAMIENTO CENTROS DE DÍA DE MAYORES Y CENTROS DE MAYORES;998;VARIOS DISTRITOS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;15.000,00;-6.981,11;8.018,89;8.018,89;0;0;0;0;0;0
;;1;27;23103;63599;2017/000255;2017/040255;EQUIPAMIENTO CENTRO DÍA MAYORES ALMOROX;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;0;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;;;0;6.981,11;6.981,11;0;0;6.981,11;6.981,11;6.981,11;0;6.981,11
;;1;27;23106;62300;2019/000599;2019/000599;EQUIPAMIENTO CENTRO ABIERTO PARA PERSONAS SIN HOGAR LA ROSA;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;6;PERSONAS SIN HOGAR;;;;;;;0;9.650,00;9.650,00;7,81;0;9.642,19;9.642,19;9.642,19;0;9.642,19
;;1;27;23106;62599;2019/000599;2019/000599;EQUIPAMIENTO CENTRO ABIERTO PARA PERSONAS SIN HOGAR LA ROSA;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;6;PERSONAS SIN HOGAR;;;;;;;0;37.785,19;37.785,19;0,22;0;37.784,97;37.784,97;37.784,97;0;8.442,47
;;1;27;23106;62600;2019/000648;2019/000648;EQUIPAMIENTO SERVICIOS EMERGENCIA SOCIAL;998;VARIOS DISTRITOS;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;8;SAMUR - SOCIAL;;;;;;;0;600;600;90,08;0;509,92;509,92;509,92;0;509,92
;;1;27;23106;63599;2019/000599;2019/000599;EQUIPAMIENTO CENTRO ABIERTO PARA PERSONAS SIN HOGAR LA ROSA;209;MONCLOA-ARAVACA;3;PROTECCIÓN Y PROMOCIÓN SOCIAL;6;PERSONAS SIN HOGAR;;;;;;;0;27.032,22;27.032,22;3.134,72;193,6;23.703,90;23.703,90;23.703,90;0;0
4;SC Y CE FINANC. CON RTG;1;27;32301;62200;2019/003215;2019/003215;IFS-INSTALACION DE TOLDOS EN 13 ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;5;EDUCACIÓN;1;ESCUELAS INFANTILES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0;225.000,00;225.000,00;264,35;0;224.735,65;4.840,00;4.840,00;0;4.840,00
;;1;27;32301;62599;2018/000495;2018/000495;OTRO EQUIPAMIENTO PARA LAS ESCUELAS INFANTILES MUNICIPALES;998;VARIOS DISTRITOS;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;54.929,07;54.929,07;54.929,07;0;0;0;0;0;0
;;1;27;32301;62599;2018/000495;2018/010495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CARACOLA;208;FUENCARRAL-EL PARDO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;156,67;156,67;0;0;156,67;156,67;156,67;0;156,67
;;1;27;32301;62599;2018/000495;2018/020495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA CORTE DEL FARAÓN;208;FUENCARRAL-EL PARDO;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;356,97;356,97;0;0;356,97;356,97;356,97;0;356,97
;;1;27;32301;62599;2018/000495;2018/030495;OTRO EQUIPAMIENTO ESCUELA INFANTIL ALTAIR;210;LATINA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;561,57;561,57;0;0;561,57;561,57;561,57;0;561,57
;;1;27;32301;62599;2018/000495;2018/040495;OTRO EQUIPAMIENTO ESCUELA INFANTIL LA OLIVA;212;USERA;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;52,22;52,22;0;0;52,22;52,22;52,22;0;52,22
;;1;27;32301;62599;2018/000495;2018/050495;OTRO EQUIPAMIENTO ESCUELA INFANTIL EL CASERÍO;213;PUENTE DE VALLECAS;5;EDUCACIÓN;1;ESCUELAS INFANTILES;;;;;;;0;156,67;156,67;0;0;156,67;156,67;156,67;0;156,67
